,549300SHI4D0QGWI8X45,549300RHSQCH106OWF77,549300DCU7KOL83B3B08,213800RUT3C1PCHUQP60,-077-,5493007QZ05MKPON5O03,213800YQHG6V3VDDRN10,549300GHZ48Y72I6HZ24,549300EJ1ZB4YYIOMD56,54930030NRYV5EVS2N02,549300ARVD4LVNCUBN81,549300X1IL2SQS14P736,549300XXZKX7UGH6E231,MQILSVGGL6RJH5NDWP11,70DNWEAINTGFO4DMV441,TNWE6LERP1CI9IDAZB80,-066-,549300LPS48DJ96NXT15,Total,Market_capitalization
2024-07-14,0.0,0.53,1.8,1.15,0.39,0.18,0.44,0.59,0.56,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.260000000000001,1800000000.0
2024-07-13,0.0,0.53,1.8,1.15,0.39,0.18,0.44,0.59,0.56,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.260000000000001,1800000000.0
2024-07-12,0.0,0.53,1.8,1.15,0.39,0.18,0.44,0.59,0.56,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.260000000000001,1800000000.0
2024-07-11,0.0,0.53,1.8,1.15,0.39,0.18,0.44,0.59,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,1800000000.0
2024-07-10,0.0,0.53,1.71,1.15,0.39,0.18,0.44,0.59,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.050000000000001,1800000000.0
2024-07-09,0.0,0.53,1.54,1.15,0.39,0.18,0.44,0.59,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.880000000000001,1800000000.0
2024-07-08,0.0,0.53,1.41,1.15,0.39,0.18,0.44,0.59,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,1800000000.0
2024-07-07,0.0,0.0,1.28,1.15,0.39,0.18,0.44,0.69,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1899999999999995,1800000000.0
2024-07-06,0.0,0.0,1.28,1.15,0.39,0.18,0.44,0.69,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1899999999999995,1800000000.0
2024-07-05,0.0,0.0,1.28,1.15,0.39,0.18,0.44,0.69,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1899999999999995,1800000000.0
2024-07-04,0.0,0.0,1.18,1.15,0.39,0.18,0.44,0.69,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0200000000000005,1800000000.0
2024-07-03,0.0,0.0,1.18,1.15,0.39,0.18,0.44,0.7,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,1800000000.0
2024-07-02,0.0,0.0,1.18,1.15,0.39,0.57,0.44,0.88,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,1800000000.0
2024-07-01,0.0,0.0,1.18,1.15,0.39,0.6,0.44,0.88,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,1800000000.0
2024-06-30,0.0,0.0,1.18,1.15,0.39,0.6,0.44,0.88,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,2060000000.0
2024-06-29,0.0,0.0,1.18,1.15,0.39,0.6,0.44,0.88,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,2060000000.0
2024-06-28,0.0,0.0,1.18,1.15,0.39,0.6,0.44,0.88,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,2060000000.0
2024-06-27,0.0,0.0,1.18,1.15,0.39,0.6,0.44,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,2060000000.0
2024-06-26,0.0,0.0,1.26,1.15,0.39,0.6,0.44,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,2060000000.0
2024-06-25,0.0,0.0,1.26,1.15,0.39,0.6,0.44,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,2060000000.0
2024-06-24,0.0,0.0,1.3,1.15,0.39,0.6,0.44,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2060000000.0
2024-06-23,0.0,0.0,1.29,1.15,0.39,0.6,0.44,1.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2060000000.0
2024-06-22,0.0,0.0,1.29,1.15,0.39,0.6,0.44,1.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2060000000.0
2024-06-21,0.0,0.0,1.29,1.15,0.39,0.6,0.44,1.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2060000000.0
2024-06-20,0.0,0.0,1.46,1.15,0.39,0.6,0.44,1.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,2060000000.0
2024-06-19,0.0,0.0,1.51,1.15,0.39,0.6,0.44,1.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,2060000000.0
2024-06-18,0.0,0.0,1.48,1.15,0.39,0.6,0.44,1.06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.620000000000001,2060000000.0
2024-06-17,0.0,0.0,1.5,1.15,0.39,0.6,0.44,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.140000000000001,2060000000.0
2024-06-16,0.0,0.0,1.49,1.15,0.39,0.6,0.44,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,2060000000.0
2024-06-15,0.0,0.0,1.49,1.15,0.39,0.6,0.44,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,2060000000.0
2024-06-14,0.0,0.0,1.49,1.15,0.39,0.6,0.44,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130000000000001,2060000000.0
2024-06-13,0.0,0.0,1.37,1.15,0.39,0.6,0.44,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,2060000000.0
2024-06-12,0.0,0.0,1.37,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2060000000.0
2024-06-11,0.0,0.0,1.37,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2060000000.0
2024-06-10,0.0,0.0,1.37,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2060000000.0
2024-06-09,0.0,0.0,1.37,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2060000000.0
2024-06-08,0.0,0.0,1.37,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2060000000.0
2024-06-07,0.0,0.0,1.37,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2060000000.0
2024-06-06,0.0,0.0,1.4,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,2060000000.0
2024-06-05,0.0,0.0,1.4,1.15,0.39,0.6,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,2060000000.0
2024-06-04,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-06-03,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-06-02,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-06-01,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-31,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-30,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-29,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-28,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-27,0.0,0.0,1.52,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,2060000000.0
2024-05-26,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-25,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-24,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-23,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-22,0.0,0.0,1.36,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,2060000000.0
2024-05-21,0.0,0.0,1.4,1.15,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2060000000.0
2024-05-20,0.0,0.0,1.31,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550000000000001,2060000000.0
2024-05-19,0.0,0.0,1.22,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-18,0.0,0.0,1.22,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-17,0.0,0.0,1.22,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-16,0.0,0.0,1.22,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-15,0.0,0.0,1.22,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-14,0.0,0.0,1.16,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2060000000.0
2024-05-13,0.0,0.0,1.27,0.91,0.39,0.6,0.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510000000000001,2060000000.0
2024-05-12,0.0,0.0,1.27,0.91,0.39,0.6,0.44,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-11,0.0,0.0,1.27,0.91,0.39,0.6,0.44,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-10,0.0,0.0,1.27,0.91,0.39,0.6,0.44,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,2060000000.0
2024-05-09,0.0,0.0,1.27,0.91,0.39,0.6,0.44,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,2060000000.0
2024-05-08,0.0,0.0,1.27,0.91,0.39,0.6,0.44,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,2060000000.0
2024-05-07,0.0,0.0,1.27,0.91,0.39,0.6,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3100000000000005,2060000000.0
2024-05-06,0.0,0.0,1.31,0.91,0.39,0.6,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3500000000000005,2060000000.0
2024-05-05,0.0,0.0,1.26,0.91,0.39,0.6,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2060000000.0
2024-05-04,0.0,0.0,1.26,0.91,0.39,0.6,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2060000000.0
2024-05-03,0.0,0.0,1.26,0.91,0.39,0.6,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2060000000.0
2024-05-02,0.0,0.0,1.3,0.91,0.39,0.6,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,2060000000.0
2024-05-01,0.0,0.0,1.3,0.87,0.39,0.6,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2060000000.0
2024-04-30,0.0,0.0,1.3,0.87,0.39,0.6,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2060000000.0
2024-04-29,0.0,0.0,1.28,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2060000000.0
2024-04-28,0.0,0.0,1.13,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,2060000000.0
2024-04-27,0.0,0.0,1.13,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,2060000000.0
2024-04-26,0.0,0.0,1.13,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,2060000000.0
2024-04-25,0.0,0.0,1.13,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,2060000000.0
2024-04-24,0.0,0.0,1.13,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,2060000000.0
2024-04-23,0.0,0.0,1.03,0.87,0.39,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2060000000.0
2024-04-22,0.0,0.0,0.83,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2060000000.0
2024-04-21,0.0,0.0,0.83,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2060000000.0
2024-04-20,0.0,0.0,0.83,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2060000000.0
2024-04-19,0.0,0.0,0.83,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2060000000.0
2024-04-18,0.0,0.0,0.75,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6100000000000003,2060000000.0
2024-04-17,0.0,0.0,0.54,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,2060000000.0
2024-04-16,0.0,0.0,0.54,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,2060000000.0
2024-04-15,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-14,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-13,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-12,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-11,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-10,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-09,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-08,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-07,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-06,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-05,0.0,0.0,0.41,0.87,0.39,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2060000000.0
2024-04-04,0.0,0.0,0.41,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2060000000.0
2024-04-03,0.0,0.0,0.41,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2060000000.0
2024-04-02,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2060000000.0
2024-04-01,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2060000000.0
2024-03-31,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2750000000.0
2024-03-30,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2750000000.0
2024-03-29,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2750000000.0
2024-03-28,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2750000000.0
2024-03-27,0.0,0.0,0.54,0.87,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,2750000000.0
2024-03-26,0.0,0.0,0.6,0.59,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-25,0.0,0.0,0.6,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2750000000.0
2024-03-24,0.0,0.0,0.6,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2750000000.0
2024-03-23,0.0,0.0,0.6,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2750000000.0
2024-03-22,0.0,0.0,0.6,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2750000000.0
2024-03-21,0.0,0.0,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,2750000000.0
2024-03-20,0.0,0.0,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,2750000000.0
2024-03-19,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-18,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-17,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-16,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-15,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-14,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-13,0.0,0.0,0.44,0.62,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2750000000.0
2024-03-12,0.0,0.0,0.44,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2750000000.0
2024-03-11,0.0,0.0,0.44,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2750000000.0
2024-03-10,0.0,0.0,0.44,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2750000000.0
2024-03-09,0.0,0.0,0.44,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2750000000.0
2024-03-08,0.0,0.0,0.44,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2750000000.0
2024-03-07,0.0,0.0,0.44,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,2750000000.0
2024-03-06,0.0,0.0,0.58,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2750000000.0
2024-03-05,0.0,0.0,0.6,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,2750000000.0
2024-03-04,0.0,0.0,0.53,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2750000000.0
2024-03-03,0.0,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399999999999999,2750000000.0
2024-03-02,0.0,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399999999999999,2750000000.0
2024-03-01,0.0,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399999999999999,2750000000.0
2024-02-29,0.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,2750000000.0
2024-02-28,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-27,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-26,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-25,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-24,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-23,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-22,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-21,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-20,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-19,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-18,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
2024-02-17,0.0,0.0,0.32,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,2750000000.0
